Date,Open,High,Low,Close,Adj Close,Volume
2016-02-17,40.130001068115234,40.130001068115234,40.130001068115234,40.130001068115234,40.130001068115234,0
2016-02-18,40.099998474121094,40.130001068115234,40.099998474121094,40.130001068115234,40.130001068115234,1400
2016-02-19,40.31999969482422,40.31999969482422,40.31999969482422,40.31999969482422,40.31999969482422,246
2016-02-22,40.13999938964844,40.13999938964844,40.13999938964844,40.13999938964844,40.13999938964844,0
2016-02-23,40.2599983215332,40.2599983215332,40.2599983215332,40.2599983215332,40.2599983215332,0
2016-02-24,40.290000915527344,40.290000915527344,40.290000915527344,40.290000915527344,40.290000915527344,0
2016-02-25,40.31999969482422,40.31999969482422,40.31999969482422,40.31999969482422,40.31999969482422,1577
2016-02-26,40.209999084472656,40.209999084472656,40.209999084472656,40.209999084472656,40.209999084472656,0
2016-02-29,40.209999084472656,40.209999084472656,40.209999084472656,40.209999084472656,40.209999084472656,0
2016-03-01,40.22999954223633,40.22999954223633,40.22999954223633,40.22999954223633,40.22999954223633,137
2016-03-02,40.0099983215332,40.0099983215332,40.0099983215332,40.0099983215332,40.0099983215332,0
2016-03-03,40.04999923706055,40.04999923706055,40.03739929199219,40.03739929199219,40.03739929199219,567
2016-03-04,39.7400016784668,39.7400016784668,39.7400016784668,39.7400016784668,39.7400016784668,0
2016-03-07,39.72999954223633,39.72999954223633,39.72999954223633,39.72999954223633,39.72999954223633,132818
2016-03-08,39.7400016784668,39.7400016784668,39.7400016784668,39.7400016784668,39.7400016784668,0
2016-03-09,39.70989990234375,39.70989990234375,39.70989990234375,39.70989990234375,39.70989990234375,255
2016-03-10,39.5,39.5,39.5,39.5,39.5,0
2016-03-11,39.33000183105469,39.33000183105469,39.33000183105469,39.33000183105469,39.33000183105469,0
2016-03-14,39.2599983215332,39.2599983215332,39.2599983215332,39.2599983215332,39.2599983215332,0
2016-03-15,39.279998779296875,39.279998779296875,39.279998779296875,39.279998779296875,39.279998779296875,0
2016-03-16,39.43000030517578,39.43000030517578,39.2599983215332,39.2599983215332,39.2599983215332,255
2016-03-17,39.22999954223633,39.22999954223633,39.22999954223633,39.22999954223633,39.22999954223633,0
2016-03-18,39.29999923706055,39.29999923706055,39.29999923706055,39.29999923706055,39.29999923706055,0
2016-03-21,39.209999084472656,39.209999084472656,39.209999084472656,39.209999084472656,39.209999084472656,0
2016-03-22,39.2599983215332,39.2599983215332,39.2599983215332,39.2599983215332,39.2599983215332,0
2016-03-23,39.2599983215332,39.2599983215332,39.2599983215332,39.2599983215332,39.2599983215332,0
2016-03-24,39.2599983215332,39.2599983215332,39.2599983215332,39.2599983215332,39.2599983215332,0
2016-03-28,39.43000030517578,39.43000030517578,39.43000030517578,39.43000030517578,39.43000030517578,1955
2016-03-29,39.43000030517578,39.43000030517578,39.43000030517578,39.43000030517578,39.43000030517578,0
2016-03-30,39.529998779296875,39.55799865722656,39.529998779296875,39.55799865722656,39.55799865722656,500
2016-03-31,39.72990036010742,39.75,39.72990036010742,39.75,39.75,1496
2016-04-01,39.75,39.75,39.75,39.75,39.75,0
2016-04-04,39.869998931884766,39.91999816894531,39.86899948120117,39.91999816894531,39.91999816894531,6727
2016-04-05,39.91999816894531,39.959999084472656,39.91999816894531,39.959999084472656,39.959999084472656,18024
