Date,Adj Close,Close,High,Low,Open,Volume
2019-01-02,97.4974365234375,111.02999877929688,111.37000274658203,109.2300033569336,109.5199966430664,7237200
2019-01-03,95.90805053710938,109.22000122070312,110.95999908447266,109.0199966430664,110.5999984741211,4021400
2019-01-04,98.66534423828125,112.36000061035156,112.61000061035156,110.47000122070312,110.47000122070312,4648100
2019-01-07,99.21855163574219,112.98999786376953,113.8499984741211,111.9800033569336,112.36000061035156,5027700
2019-01-08,100.02642822265625,113.91000366210938,114.11000061035156,112.97000122070312,114.04000091552734,2849300
2019-01-09,100.44790649414062,114.38999938964844,114.75,113.66999816894531,114.36000061035156,2555600
2019-01-10,100.86943054199219,114.87000274658203,114.94000244140625,113.4800033569336,113.7699966430664,3227800
2019-01-11,101.06258392333984,115.08999633789062,115.08999633789062,114.16000366210938,114.41999816894531,9750400
2019-01-14,100.63233184814453,114.5999984741211,114.95999908447266,114.04000091552734,114.20999908447266,7072900
2019-01-15,101.38753509521484,115.45999908447266,115.5999984741211,114.55999755859375,114.55999755859375,2630100
2019-01-16,101.77388000488281,115.9000015258789,116.41000366210938,115.62000274658203,115.68000030517578,2317900
2019-01-17,102.56419372558594,116.80000305175781,117.18000030517578,115.5199966430664,115.5199966430664,3826900
2019-01-18,103.92526245117188,118.3499984741211,118.44000244140625,117.31999969482422,117.66999816894531,6190000
2019-01-22,102.71347045898438,116.97000122070312,117.77999877929688,116.30000305175781,117.69000244140625,11149500
2019-01-23,102.90665435791016,117.19000244140625,117.75,116.16999816894531,117.48999786376953,5500300
2019-01-24,103.01201629638672,117.30999755859375,117.4800033569336,116.63999938964844,117.05000305175781,3804300
2019-01-25,103.55647277832031,117.93000030517578,118.47000122070312,117.7699966430664,118.05999755859375,2330500
2019-01-28,103.18765258789062,117.51000213623047,117.54000091552734,116.62999725341797,117.12999725341797,8427400
2019-01-29,103.39840698242188,117.75,118.02999877929688,117.41999816894531,117.62000274658203,2855600
2019-01-30,104.3204574584961,118.80000305175781,119.27999877929688,117.66000366210938,118.13999938964844,3088300
2019-01-31,104.96144104003906,119.52999877929688,119.7699966430664,118.33999633789062,118.47000122070312,4317600
2019-02-01,105.32147979736328,119.94000244140625,120.2699966430664,119.51000213623047,119.91000366210938,3810200
2019-02-04,105.68148803710938,120.3499984741211,120.36000061035156,119.25,119.97000122070312,2903600
2019-02-05,105.83956146240234,120.52999877929688,120.72000122070312,120.08000183105469,120.56999969482422,2008700
2019-02-06,105.81322479248047,120.5,120.68000030517578,120.25,120.25,2375600
2019-02-07,104.98777770996094,119.55999755859375,120.0199966430664,118.69999694824219,119.91999816894531,1842200
2019-02-08,105.00536346435547,119.58000183105469,119.58000183105469,118.41999816894531,119.06999969482422,1398800
2019-02-11,105.18096923828125,119.77999877929688,119.88999938964844,119.43000030517578,119.83000183105469,2730600
2019-02-12,106.41034698486328,121.18000030517578,121.4000015258789,120.41999816894531,120.51000213623047,2094900
2019-02-13,106.76158905029297,121.58000183105469,121.91000366210938,121.27999877929688,121.5,2363600
2019-02-14,106.46302795410156,121.23999786376953,121.83999633789062,120.73999786376953,121.08000183105469,2250000
2019-02-15,107.92948913574219,122.91000366210938,122.91999816894531,122.08000183105469,122.1500015258789,1404400
2019-02-19,108.2280502319336,123.25,123.58999633789062,122.45999908447266,122.68000030517578,1708600
2019-02-20,108.56172180175781,123.62999725341797,123.83000183105469,123.0199966430664,123.20999908447266,2656700
2019-02-21,108.2280502319336,123.25,123.44000244140625,122.77999877929688,123.41000366210938,2352100
2019-02-22,108.64077758789062,123.72000122070312,123.8499984741211,123.30000305175781,123.56999969482422,1066400
2019-02-25,108.81639862060547,123.91999816894531,124.63999938964844,123.87000274658203,124.30000305175781,1485400
2019-02-26,108.60563659667969,123.68000030517578,124.1500015258789,123.58999633789062,123.7699966430664,2631500
2019-02-27,108.57051849365234,123.63999938964844,123.91999816894531,123.18000030517578,123.45999908447266,1265900
2019-02-28,108.31587982177734,123.3499984741211,123.72000122070312,123.29000091552734,123.62999725341797,1160700
2019-03-01,108.9217529296875,124.04000091552734,124.44000244140625,123.41999816894531,124.1500015258789,2813300
2019-03-04,108.49148559570312,123.55000305175781,124.51000213623047,122.45999908447266,124.44999694824219,2566300
2019-03-05,108.27195739746094,123.30000305175781,123.63999938964844,123.0199966430664,123.63999938964844,1365600
2019-03-06,107.50799560546875,122.43000030517578,123.30999755859375,122.29000091552734,123.30999755859375,1310400
2019-03-07,106.85818481445312,121.69000244140625,122.36000061035156,121.29000091552734,122.27999877929688,1907100
2019-03-08,106.55963897705078,121.3499984741211,121.41999816894531,120.58000183105469,120.9800033569336,3028800
2019-03-11,107.88557434082031,122.86000061035156,122.9000015258789,121.63999938964844,121.77999877929688,1062900
2019-03-12,108.21048736572266,123.2300033569336,123.51000213623047,123.05000305175781,123.08999633789062,1034200
2019-03-13,108.90419006347656,124.0199966430664,124.37000274658203,123.52999877929688,123.62999725341797,1132000
2019-03-14,108.86029052734375,123.97000122070312,124.31999969482422,123.7699966430664,124.0199966430664,725700
2019-03-15,109.36082458496094,124.54000091552734,124.87999725341797,124.11000061035156,124.13999938964844,1907900
2019-03-18,109.78233337402344,125.0199966430664,125.12999725341797,124.58000183105469,124.62000274658203,915300
2019-03-19,109.51887512207031,124.72000122070312,125.69000244140625,124.36000061035156,125.4800033569336,2043600
2019-03-20,108.69432830810547,123.12000274658203,124.16000366210938,122.95999908447266,123.9000015258789,1312200
2019-03-21,109.64776611328125,124.19999694824219,124.44999694824219,122.68000030517578,122.7699966430664,1347500
2019-03-22,107.69672393798828,121.98999786376953,123.80000305175781,121.8499984741211,123.5999984741211,1982000
2019-03-25,107.51132202148438,121.77999877929688,122.37999725341797,121.30999755859375,121.93000030517578,2136600
2019-03-26,108.57954406738281,122.98999786376953,123.19999694824219,122.2699966430664,122.58000183105469,1471000
2019-03-27,108.1028060913086,122.44999694824219,123.23999786376953,121.8499984741211,122.94000244140625,2099900
2019-03-28,108.44710540771484,122.83999633789062,123.05000305175781,122.05000305175781,122.69999694824219,1419000
2019-03-29,109.0209732055664,123.48999786376953,123.56999969482422,122.94000244140625,123.52999877929688,2336400
2019-04-01,110.25691986083984,124.88999938964844,125.0,124.22000122070312,124.26000213623047,3244600
2019-04-02,110.02738189697266,124.62999725341797,124.97000122070312,124.33999633789062,124.94000244140625,2285500
