Date,Close,High,Low,Open,Volume
,DBE,DBE,DBE,DBE,DBE
2015-01-02,14.681009292602539,14.93248466514672,14.61163660493773,14.698352878012576,41600
2015-01-05,14.082669258117676,14.42953270704168,14.073997465147652,14.42953270704168,84600
2015-01-06,13.649089813232422,14.04798402815265,13.60573167448129,13.891895059443666,197900
2015-01-07,13.64041805267334,13.839865160609959,13.5103444630969,13.692447984696544,291100
2015-01-08,13.77916431427002,13.77916431427002,13.501672720747987,13.545030859765903,61300
2015-01-09,13.70979118347168,13.779163872883048,13.42362780591517,13.744477528177363,75500
2015-01-12,13.137466430664062,13.380271692313642,13.111451876554382,13.380271692313642,127100
2015-01-13,13.206838607788086,13.241525781222881,12.851303349958762,12.981377769376046,60100
2015-01-14,13.64041805267334,13.709791571033518,13.016063830321166,13.128794660548348,75200
2015-01-15,13.163481712341309,13.779165001538784,13.154809918707656,13.735806860358277,151000
2015-01-16,13.527687072753906,13.545029830851043,13.258867292853234,13.284881843492764,106700
2015-01-20,13.016063690185547,13.163480864511815,12.92934741340973,13.111450933048783,93400
2015-01-21,13.15480899810791,13.25019624043943,13.024735410656957,13.163480791134694,87500
2015-01-22,13.059422492980957,13.241526021884658,12.946691658232213,13.241526021884658,63300
2015-01-23,13.08543586730957,13.250195794332834,13.068092281839926,13.111450418526365,50600
2015-01-26,12.972704887390137,13.232852877406197,12.964033094759147,13.085435710630017,65500
2015-01-27,13.215509414672852,13.380270168238603,12.990047766102702,13.042077695383378,86300
2015-01-28,12.972704887390137,13.154808397702613,12.964033094759147,13.137464812440633,46400
2015-01-29,12.998719215393066,13.102778244217552,12.833959293167878,13.102778244217552,51700
2015-01-30,13.605731964111328,13.787835489152409,12.938019590285855,12.96403414329523,103500
2015-02-02,14.143369674682617,14.195400430736013,13.657760862678261,13.995952507148663,144500
2015-02-03,14.819755554199219,15.131933494347734,14.420861335789958,14.455548508684434,1249100
2015-02-04,14.108685493469238,14.568278970951537,13.883223824488557,14.568278970951537,176000
2015-02-05,14.42086124420166,14.65499469782604,14.186729444552707,14.186729444552707,139900
2015-02-06,14.663665771484375,14.854440249905204,14.533592188289477,14.585621290772366,380700
2015-02-09,14.871783256530762,15.027872211879265,14.724366093587763,14.83709774088403,94700
2015-02-10,14.689680099487305,14.871782772145819,14.524919357099678,14.871782772145819,71400
2015-02-11,14.516249656677246,14.550936830167679,14.264774264773475,14.507577863304638,48500
2015-02-12,14.85444164276123,14.941157924347403,14.62030983264672,14.70702446025739,61400
2015-02-13,15.114587783813477,15.175288673872934,15.027871517739161,15.105915991808525,50400
2015-02-17,15.123261451721191,15.305364144487747,14.863112621229154,15.175290556229434,62600
2015-02-18,14.819755554199219,15.08857452822964,14.81975555419922,15.019201836416132,40900
2015-02-19,14.793739318847656,14.897799177536742,14.481563050731085,14.498904982199813,39300
2015-02-20,14.8284273147583,14.975844491284205,14.828427314758303,14.975844491284205,38100
2015-02-23,14.681009292602539,14.915142733712022,14.663665707192502,14.724366602152292,41500
2015-02-24,14.663665771484375,14.906471006363441,14.646322185998295,14.837098318394471,31100
2015-02-25,15.140602111816406,15.218646589009296,14.707022418067135,14.802410479964061,55300
2015-02-26,14.8284273147583,15.105918081401075,14.77639820950664,14.993188077693237,26700
2015-02-27,15.114587783813477,15.21864597992249,14.95849883567475,14.975842419684655,29700
2015-03-02,14.81108283996582,15.045216280517893,14.724366567097423,14.958500007649496,29700
