Date,Close,High,Low,Open,Volume
,FXC,FXC,FXC,FXC,FXC
2015-01-02,79.78186798095703,80.26316585961925,79.76298960140593,80.26316585961925,49800
2015-01-05,79.86683654785156,79.86683654785156,79.50822636810068,79.66865666956852,25000
2015-01-06,79.32889556884766,79.83850391382876,79.32889556884766,79.69694484022396,102500
2015-01-07,79.35720825195312,79.4043970111919,79.08353648834834,79.14959643128635,170500
2015-01-08,79.29114532470703,79.49876433755334,79.22508538425534,79.27227414171804,190700
2015-01-09,79.12126159667969,79.25338865372804,78.99858092941105,79.04576967835632,164200
2015-01-12,78.40404510498047,78.80984388421876,78.40404510498047,78.76265513314749,205300
2015-01-13,78.47957611083984,78.65887759777246,78.38519857035425,78.45125852869688,223100
2015-01-14,78.56449890136719,78.64943003877661,78.16813919346713,78.5739380944109,123700
2015-01-15,78.45127868652344,78.80989615252531,78.33803712883638,78.80989615252531,176700
2015-01-16,78.42291259765625,78.43235178742513,77.97936427841685,78.08317376589808,60900
2015-01-20,77.51697540283203,77.95108470379807,77.46035464183495,77.95108470379807,538900
2015-01-21,76.1014175415039,77.79067359437173,75.73336810428655,77.79067359437173,501500
2015-01-22,75.67675018310547,76.129730799841,75.65787179074319,75.84661971438057,201300
2015-01-23,75.4974365234375,75.76167639927007,75.4502477456117,75.53518610569881,63300
2015-01-26,75.289794921875,75.64841224619225,75.289794921875,75.34641567834848,103100
2015-01-27,75.67675018310547,75.79943093347194,75.50688065183037,75.56350142892305,85100
2015-01-28,74.95004272460938,75.49740060700854,74.84623322277528,75.49740060700854,88600
2015-01-29,74.41213989257812,74.80849960224182,74.01578018291444,74.76131803680265,405000
2015-01-30,73.81759643554688,74.06296504287388,73.42123674678395,73.62884858375904,118300
2015-02-02,74.58020782470703,74.74066173903535,74.31594095508223,74.3348212747595,95400
2015-02-03,75.67500305175781,75.95815011799502,74.81612889803955,74.8538823202531,302100
2015-02-04,74.71234893798828,75.2314425207185,74.53302190356814,75.17481596278884,81200
2015-02-05,75.52400970458984,75.71277686650032,75.03322948508449,75.04266964336276,64300
2015-02-06,74.93883514404297,75.31636219478787,74.78782144345318,75.23141518802372,38500
2015-02-09,75.30693054199219,75.4862575315098,75.26917711258162,75.28805022692171,21800
2015-02-10,74.59904479980469,75.01432518262715,74.34421103735346,74.95769145723357,48900
2015-02-11,74.21212005615234,74.38200692788651,73.92898007041678,74.24044053538476,30300
2015-02-12,75.1181640625,75.39187102761123,74.88221052713484,74.88221052713484,68700
2015-02-13,75.2975082397461,75.50514855037677,75.14650168702603,75.22200136302001,28900
2015-02-17,75.83544921875,75.87320264072616,75.39185551144132,75.65612946527445,64700
2015-02-18,75.59949493408203,75.74106846481625,75.31635507334248,75.39185471576903,56700
2015-02-19,75.06156158447266,75.21257535187499,74.84448829474776,74.88223453586558,49000
2015-02-20,74.81616973876953,75.04269039570424,74.68403628925742,74.91998990634804,59400
2015-02-23,74.6179428100586,74.79726979898388,74.46693629364547,74.63682312506671,304800
2015-02-24,75.07096862792969,75.19366185926899,74.14602771245548,74.38198121938231,123000
2015-02-25,75.52400970458984,75.58064345352847,75.31637662758475,75.58064345352847,84600
2015-02-26,74.9105453491211,75.288065317435,74.86335175271594,75.1370587702558,57600
2015-02-27,75.06156158447266,75.20313519122915,74.91055501780309,75.06156158447266,12800
2015-03-02,74.87279510498047,75.02380165859911,74.69346807187196,75.02380165859911,53600
2015-03-03,75.12763977050781,75.42966015066199,75.12763977050781,75.24090011334083,26800
2015-03-04,75.5523452758789,75.61841199556592,74.76897759906683,75.01437135821821,124300
2015-03-05,75.05211639404297,75.37301702790067,74.98604967541525,75.30695030927295,23400
2015-03-06,74.4386215209961,74.52356133462892,74.30648812152486,74.49524806341799,66400
2015-03-09,74.51412963867188,74.60851682106666,74.43862997377948,74.52356979705756,29800
2015-03-10,74.02336883544922,74.39145590102636,73.9761752318694,74.29707589459967,69100
2015-03-11,73.55145263671875,73.91009949771458,73.31549904904813,73.81571950279273,105900
