Date,RDS-B,PM,ROKU,BTI,BUD,UL
2015-01-02,51.98277282714844,59.14841842651367,,38.10507583618164,94.09886932373048,33.10653686523437
2015-01-05,49.27532958984375,58.70310974121094,,37.49822998046875,91.02510833740234,32.485469818115234
2015-01-06,48.62855529785156,59.20682907104492,,37.27560424804688,90.82300567626952,32.319854736328125
2015-01-07,49.23772811889648,59.65216064453125,,37.408470153808594,92.14513397216795,32.667648315429695
2015-01-08,50.32823181152344,60.55012130737305,,38.00812149047852,95.05887603759766,33.27214813232422
2015-01-09,49.65888214111328,60.38949584960938,,37.81063461303711,94.29255676269531,32.998878479003906
2015-01-12,48.38789749145508,60.63043212890625,,38.25229263305664,95.54733276367188,33.50400924682617
2015-01-13,48.51574325561523,60.66691970825195,,38.77294921875,95.90943145751952,33.644779205322266
2015-01-14,48.019386291503906,60.9005355834961,,38.61854553222656,95.60626220703124,33.89320755004883
2015-01-15,48.49319076538086,60.46251678466797,,39.06380462646485,96.20416259765624,34.199596405029304
2015-01-16,50.0950813293457,60.37490844726562,,39.056617736816406,98.53685760498048,34.59707260131836
2015-01-20,50.20036697387695,61.01734924316406,,39.43724060058594,98.30947875976562,34.257556915283196
2015-01-21,50.95243835449219,61.72549819946289,,40.083580017089844,99.1600341796875,34.787525177001946
2015-01-22,51.328468322753906,62.170814514160156,,40.50369644165039,100.17057800292969,34.787525177001946
2015-01-23,51.26829528808594,60.46251678466797,,40.68323135375977,100.98744201660156,35.201568603515625
2015-01-26,52.31367492675781,60.63043212890625,,40.91304016113281,101.95587921142578,36.104164123535156
2015-01-27,52.53176498413086,59.57185363769531,,40.93817901611328,101.77903747558594,36.360877990722656
2015-01-28,50.4786376953125,58.82722091674805,,40.740684509277344,101.34954071044922,36.01308822631836
2015-01-29,48.80904769897461,59.29443740844727,,41.26494216918945,103.97695922851562,36.99020385742188
2015-01-30,48.124671936035156,58.57898712158203,,40.44983673095703,102.79800415039062,36.41055679321289
2015-02-02,49.60624313354492,59.59375381469727,,40.823280334472656,103.74959564208984,36.33602523803711
2015-02-03,52.35127639770508,60.03907775878906,,41.074623107910156,105.72858428955078,36.360877990722656
2015-02-04,51.16300964355469,59.92229080200195,,40.7335090637207,104.13697814941406,36.16482925415039
2015-02-05,52.50168991088867,60.27998733520508,,40.740684509277344,104.58330535888672,36.31499481201172
2015-02-06,51.75714111328125,59.33092880249024,,39.817867279052734,102.14114379882812,35.597530364990234
2015-02-09,52.24599838256836,59.00971603393555,,39.38337326049805,101.38323211669922,35.65593719482422
2015-02-10,51.98277282714844,59.19223022460938,,40.04049301147461,102.68009948730469,35.822776794433594
2015-02-11,51.64729690551758,60.21429824829102,,40.02252960205078,102.09060668945312,35.822776794433594
2015-02-12,52.15050888061523,61.09766387939453,,40.42829132080078,103.17694854736328,36.0396842956543
2015-02-13,52.806190490722656,60.4990119934082,,39.90403747558594,102.50325775146484,35.89786911010742
2015-02-17,52.92817306518555,60.38221740722656,,40.45702362060547,102.73063659667969,36.02300262451172
2015-02-18,52.8976936340332,60.59392166137695,,40.20566177368164,102.62957000732422,35.89786911010742
2015-02-19,51.81503295898438,60.31650161743164,,40.53241729736328,103.36222076416016,36.08974075317383
2015-02-20,52.07425308227539,60.62313461303711,,40.73709487915039,104.0611801147461,36.15647888183594
2015-02-23,51.67016983032226,60.51360702514648,,41.29006958007813,105.4927749633789,36.58195114135742
2015-02-24,52.32586288452149,60.96624755859375,,41.55937957763672,105.69490814208984,36.82387924194336
2015-02-25,52.55459213256836,60.9370346069336,,41.38342666625977,104.79383087158205,36.690406799316406
2015-02-26,51.62441635131836,60.44791793823242,,42.01181411743164,107.36231231689452,36.74880981445313
2015-02-27,51.95988082885742,60.56472396850586,,41.82150650024414,106.66333770751952,36.79886245727539
2015-03-02,50.74762344360352,60.55741882324219,,41.55937957763672,106.75598907470705,36.87394714355469
2015-03-03,50.55701446533203,60.37490844726562,,41.735328674316406,106.3349151611328,36.74880981445313
2015-03-04,50.29778671264648,59.98797607421875,,41.72814559936523,106.37701416015624,36.4734992980957
2015-03-05,50.03093719482422,59.65216064453125,,42.46065521240234,107.53072357177734,36.9406852722168
2015-03-06,49.1617660522461,58.44028854370117,,41.15719985961914,105.09700012207031,35.88951873779297
2015-03-09,49.17700576782226,58.73229217529297,,40.83763885498047,104.44855499267578,35.64758682250977
2015-03-10,47.15655136108398,57.85625457763672,,39.6275520324707,100.79373931884766,35.147045135498054
2015-03-11,46.60760498046875,56.81227111816406,,38.90581893920898,102.259033203125,35.10532760620117
2015-03-12,46.86682891845703,57.47661590576172,,39.13920974731445,103.52222442626952,35.122013092041016
2015-03-13,45.63931655883789,56.68817520141602,,38.719085693359375,101.65270233154295,35.088638305664055
2015-03-16,46.15014266967773,56.86337661743164,,39.41210174560547,103.0000991821289,35.61422348022461
2015-03-17,46.84395980834961,56.86337661743164,,39.386966705322266,101.89693450927734,35.47239685058594
2015-03-18,48.50606155395508,57.35250854492188,,40.6714973449707,103.37906646728516,36.37337875366211
2015-03-19,48.08672714233398,57.571510314941406,,39.73655700683594,102.27588653564452,35.480735778808594
2015-03-20,49.30662155151367,58.00225448608398,,40.23912811279297,103.45484924316406,36.07305908203125
2015-03-23,50.30540466308594,58.30157470703125,,40.74170303344727,103.85907745361328,36.11477279663086
2015-03-24,49.63446044921875,57.31829071044922,,40.28717422485352,103.02537536621094,35.93122863769531
2015-03-25,50.10718536376953,56.70466995239258,,39.88437271118164,102.62115478515624,35.639259338378906
2015-03-26,49.3447380065918,56.438514709472656,,39.28940963745117,101.98956298828124,35.34725952148437
2015-03-27,48.48319625854492,56.77121353149414,,39.193336486816406,103.20223236083984,35.46405029296875
2015-03-30,48.788169860839844,56.82296371459961,,39.41874313354492,104.04434204101562,35.71432876586914
2015-03-31,47.80462646484375,55.69183349609375,,38.34708023071289,102.66325378417969,34.79664993286133
2015-04-01,48.36882019042969,56.23891830444336,,38.84596252441406,103.99381256103516,34.896759033203125
2015-04-02,48.44507217407226,57.11866760253906,,39.29680252075195,105.8633270263672,35.4473762512207
2015-04-06,49.27612686157226,57.81362533569336,,39.48896026611328,106.66333770751952,35.68929672241211
2015-04-07,49.9089469909668,57.47356033325195,,39.718074798583984,106.66333770751952,35.89786911010742
2015-04-08,46.8515853881836,57.1038932800293,,39.53700637817383,105.72016143798828,35.822776794433594
2015-04-09,45.89091491699219,57.56227111816406,,39.70698547363281,106.04015350341795,35.85615158081055
2015-04-10,46.051025390625,57.59183883666992,,40.1578254699707,105.34121704101562,35.764381408691406
2015-04-13,46.27212905883789,57.21480178833008,,39.66264724731445,105.04646301269531,35.48908615112305
2015-04-14,47.27091979980469,57.7470932006836,,40.25021362304688,105.46753692626952,35.822776794433594
2015-04-15,48.582313537597656,57.76187133789063,,40.30195236206055,104.92857360839844,36.206539154052734
2015-04-16,49.3447380065918,62.81132888793945,,41.314491271972656,104.92013549804688,37.591392517089844
2015-04-17,48.6432991027832,63.03313064575195,,41.25904846191406,104.17906951904295,37.299415588378906
2015-04-20,48.58993530273438,62.82612991333008,,41.29231262207031,103.24431610107422,37.2326774597168
2015-04-21,48.37645721435547,62.13855743408203,,41.4881591796875,103.91802215576172,37.524658203125
2015-04-22,48.39170455932617,61.872413635253906,,41.60643005371094,102.89906311035156,37.3809928894043
2015-04-23,48.59756088256836,61.7689094543457,,41.75793075561523,103.1601104736328,37.70867156982422
2015-04-24,48.54418563842773,61.17747116088867,,41.85031509399414,104.1875,37.784278869628906
2015-04-27,48.7119255065918,60.68953323364258,,41.71358871459961,105.13067626953124,37.876708984375
2015-04-28,48.84153747558594,61.2735595703125,,41.75424575805664,104.76856231689452,37.62464141845703
2015-04-29,48.91777801513672,61.16268920898438,,41.05211639404297,102.56068420410156,36.95247268676758
2015-04-30,49.24562454223633,61.70977020263672,,40.6899642944336,102.8863754272461,36.81803894042969
2015-05-01,49.15412902832031,61.65061950683594,,41.10015106201172,104.04344940185548,36.826438903808594
2015-05-04,49.33712387084961,61.51754760742188,,41.037330627441406,101.36929321289062,36.826438903808594
2015-05-05,49.10839080810547,61.22182083129883,,39.96197128295898,100.45220947265624,36.12907028198242
2015-05-06,49.07789611816406,62.00548553466797,,40.3647689819336,102.74922943115234,36.21308898925781
2015-05-07,48.040977478027344,62.1089973449707,,40.59758377075195,102.58638763427734,36.339115142822266
2015-05-08,49.50485610961914,62.98136520385742,,41.48448181152344,105.07196807861328,37.48180389404297
2015-05-11,49.55060195922852,62.19770050048828,,41.54360580444336,103.880615234375,37.26335906982422
2015-05-12,49.398109436035156,62.19770050048828,,41.31818389892578,103.42634582519531,37.13732147216797
2015-05-13,49.916465759277344,62.493431091308594,,41.54729080200195,103.5463409423828,37.221336364746094
2015-05-14,49.939674377441406,64.16427612304689,,42.175514221191406,105.17483520507812,37.801082611083984
2015-05-15,49.70757675170898,64.00161743164061,,42.06095504760742,105.40625,37.72547149658203
2015-05-18,48.83334350585938,63.60239791870117,,41.5953369140625,104.58342742919922,37.523826599121094
2015-05-19,48.005531311035156,63.32884216308594,,41.680335998535156,106.1090850830078,37.66665267944336
2015-05-20,48.32271957397461,63.14402389526367,,41.85770797729492,105.7662353515625,37.691856384277344
2015-05-21,49.01901245117188,62.94439697265625,,42.012916564941406,106.20336151123048,37.72547149658203
2015-05-22,48.14478302001953,62.2125015258789,,41.45491409301758,105.02912139892578,37.43138885498047
2015-05-26,46.84504318237305,61.89459991455078,,41.12232971191406,102.90349578857422,36.87685775756836
2015-05-27,47.16997909545898,62.264244079589844,,41.65816116333008,104.51487731933594,37.40618515014648
2015-05-28,47.33245086669922,62.29381561279297,,41.79489517211914,104.89199829101562,37.41459274291992
2015-05-29,46.953346252441406,61.41404342651367,,40.91539001464844,103.33206939697266,37.09531021118164
2015-06-01,46.0172233581543,61.50276184082031,,40.44976806640625,102.2435531616211,36.76762771606445
2015-06-02,46.46594619750977,61.32532501220703,,39.88806533813477,104.56629943847656,36.65840148925781
2015-06-03,46.30347442626953,60.93350601196289,,40.021095275878906,105.48338317871094,37.10371398925781
2015-06-04,45.50661087036133,60.49732208251953,,39.814151763916016,104.37772369384766,36.85165023803711
2015-06-05,45.57623672485352,58.922584533691406,,38.69075775146485,106.70903778076172,36.095462799072266
2015-06-08,45.13525009155274,59.25526809692383,,38.67597579956055,103.35778045654295,36.0450439453125
2015-06-09,45.1971549987793,59.69886016845703,,38.82009887695313,103.04922485351562,36.01144027709961
2015-06-10,46.226112365722656,60.83740615844727,,39.32636642456055,104.9177017211914,36.784423828125
2015-06-11,46.31895065307617,60.80780410766602,,39.42984008789063,105.37196350097656,37.07850646972656
2015-06-12,45.529823303222656,60.51948928833008,,39.37810134887695,104.58342742919922,36.49876022338867
2015-06-15,45.42150497436523,60.083290100097656,,39.337440490722656,103.1949234008789,36.43153762817383
2015-06-16,45.78512954711914,60.48991775512695,,40.45715713500977,104.06060791015624,36.65000534057617
2015-06-17,45.87023162841797,60.49732208251953,,40.94494247436523,104.0777359008789,36.70881271362305
2015-06-18,46.04043197631836,61.44362258911133,,41.6655387878418,105.15768432617188,37.002891540527344
2015-06-19,46.02496337890625,61.11093139648438,,41.56577682495117,104.57485961914062,36.92727661132813
2015-06-22,46.450477600097656,61.45838928222656,,41.861412048339844,107.12045288085938,37.72547149658203
2015-06-23,46.288002014160156,60.88220977783203,,41.61381530761719,108.14039611816406,37.65824508666992
2015-06-24,46.62068176269531,60.47063446044922,,41.55467987060547,108.07181549072266,37.62464141845703
2015-06-25,46.41178894042969,60.83730697631836,,41.40317916870117,107.56614685058594,37.39778518676758
2015-06-26,46.3653678894043,60.87472915649414,,41.41056442260742,107.9432601928711,37.3809928894043
2015-06-29,44.91863632202149,59.95431137084961,,40.31673049926758,104.43773651123048,36.229881286621094
2015-06-30,44.369327545166016,59.99172973632813,,40.00262069702149,103.42634582519531,36.095462799072266
2015-07-01,43.91287612915039,60.83730697631836,,40.39064407348633,105.0462646484375,36.42314910888672
2015-07-02,44.33064270019531,60.74002075195313,,40.44237518310547,104.5320053100586,36.08706283569336
2015-07-06,43.62662124633789,60.762474060058594,,40.19109344482422,101.48929595947266,35.65855407714844
2015-07-07,43.32489013671875,61.69039535522461,,40.23542785644531,102.33782958984376,35.88539505004883
2015-07-08,42.999961853027344,61.03936767578125,,39.92132186889648,101.67786407470705,35.75097274780273
2015-07-09,43.48736190795898,60.79240417480469,,40.19478225708008,103.1949234008789,36.13746643066406
2015-07-10,44.63237762451172,61.48085021972656,,41.5805549621582,108.51752471923828,37.51541519165039
2015-07-13,44.34612274169922,61.64548110961914,,41.39947891235352,108.56037902832031,37.4734001159668
2015-07-14,45.12751388549805,61.869972229003906,,41.9870491027832,108.8946533203125,37.960731506347656
