Date,AGG,BIL,BITW,BND,BNDX,BWX,BWZ,CANE,CORN,CPER,DBA,DBB,DBE,DBP,DIA,EBND,EEM,EFA,ETHE,EWH,EWJ,EWT,EWZ,FBTC,FXA,FXB,FXC,FXE,FXF,FXI,FXY,GBTC,GDX,GLD,IBIT,IBND,IEUR,IWD,IWF,IWM,IYR,JNK,JPST,LQD,MDY,NLR,NOBL,NUKZ,OIH,PALL,PEY,PFF,PGX,PPLT,QQQ,QTUM,RSP,SDY,SHV,SHY,SLV,SPSM,SPY,SPYD,TLT,UGA,UNG,USO,UUP,VCIT,VCSH,VDE,VNQ,VPL,VTI,VXUS,XHB,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XOP
2019-01-02,86.04376220703125,75.48310852050781,,63.67693328857422,42.89411926269531,24.70524787902832,28.082765579223636,6.900000095367432,16.1200008392334,16.280000686645508,14.691276550292969,12.693950653076172,10.640215873718262,31.990760803222656,202.9164581298828,18.539209365844727,33.14680480957031,46.72997283935547,,17.214441299438477,43.53947830200195,20.337934494018555,25.86886215209961,,66.69938659667969,111.2279815673828,68.37814331054688,103.05789184570312,94.1107940673828,32.60310745239258,87.6500015258789,4.173441886901856,19.400793075561523,121.33000183105467,,29.39484024047852,32.512908935546875,95.09928131103516,31.053882598876957,122.68606567382812,60.107383728027344,65.15389251708984,39.89109420776367,86.8169937133789,275.13934326171875,41.89033889770508,25.79435920715332,,258.5250549316406,24.006000518798828,11.349998474121094,22.746458053588867,8.98990535736084,7.532000064849853,148.04086303710938,18.89606094360352,80.5631103515625,73.47003173828125,90.65618896484376,70.68962097167969,14.5600004196167,23.5035457611084,223.8059234619141,24.380369186401367,98.69195556640624,23.209999084472656,97.95999908447266,78.80000305175781,21.670429229736328,63.35562896728516,62.401466369628906,60.040645599365234,55.52354431152344,49.06206512451172,114.38394165039062,37.713626861572266,30.816699981689453,21.93048477172852,39.01755905151367,21.123750686645508,20.93362617492676,57.43074417114258,29.032197952270508,41.66740798950195,23.826705932617188,20.758094787597656,75.27327728271484,46.65430450439453,92.36676788330078
2019-01-03,86.39903259277344,75.50787353515625,,63.92563629150391,42.89411926269531,24.81266975402832,28.275434494018555,6.929999828338623,16.25,16.100000381469727,14.743404388427734,12.769660949707031,10.76749038696289,32.37810134887695,197.1427001953125,18.56707572937012,32.54582977294922,46.30776977539063,,16.96774673461914,43.292091369628906,19.700746536254883,26.034366607666016,,66.7375259399414,111.40979766845705,68.94300079345703,103.50456237792967,94.3806610107422,32.039546966552734,88.81999969482422,4.083106994628906,19.797101974487305,122.43000030517578,,29.40384864807129,32.28349685668945,93.54898071289062,30.09005546569824,120.49039459228516,60.49270248413086,65.17332458496094,39.92293930053711,86.85539245605469,270.6144104003906,41.8818473815918,25.322725296020508,,260.68389892578125,24.54199981689453,11.299775123596191,22.785968780517575,9.02953815460205,7.566999912261963,143.20428466796875,18.19133186340332,79.00381469726562,72.54462432861328,90.68909454345705,70.83331298828125,14.75,23.08668708801269,218.46533203125,24.257932662963867,99.8150405883789,23.56999969482422,96.83999633789062,79.5999984741211,21.55210304260254,63.50064849853516,62.52146530151367,59.4769401550293,55.911712646484375,48.625091552734375,111.73321533203124,37.28952407836914,30.440996170043945,21.30858421325684,38.36460876464844,20.91424369812012,20.4630069732666,55.68316268920898,27.567014694213867,41.428035736083984,23.936830520629883,20.754106521606445,73.74484252929688,45.64413070678711,91.7236785888672
2019-01-04,86.1406478881836,75.5160903930664,,63.73310470581055,42.85464477539063,24.79476547241211,28.284610748291016,7.019999980926514,16.399999618530273,16.520000457763672,14.717340469360352,12.954727172851562,10.971131324768066,32.158016204833984,203.7164764404297,18.76920509338379,33.59542465209961,47.72575378417969,,17.57676887512207,44.75933837890625,20.084360122680664,26.619983673095703,,67.91954803466797,112.33716583251952,69.33843994140625,103.5235366821289,94.4806137084961,33.12462615966797,88.05000305175781,4.092141151428223,19.63120651245117,121.44000244140624,,29.48491096496582,33.240692138671875,96.23844146728516,31.28178977966309,124.99110412597656,61.14034652709961,66.24140930175781,39.92293930053711,86.80168151855469,279.48193359375,42.84103393554688,25.970155715942383,,273.2773132324219,25.13999938964844,11.558062553405762,23.02955436706543,9.155038833618164,7.7870001792907715,149.33126831054688,18.90545463562012,81.62906646728516,74.23015594482422,90.71370697021484,70.68121337890625,14.729999542236328,23.95587158203125,225.78298950195312,24.75489997863769,98.65967559814452,23.700000762939453,100.36000061035156,81.44000244140625,21.518293380737305,63.36321258544922,62.35343933105469,61.66312789916992,56.56627655029297,50.25968170166016,115.43169403076172,38.50582504272461,31.615066528320312,22.14642143249512,40.0156135559082,21.62583351135254,21.142786026000977,57.794471740722656,28.788787841796875,42.31123733520508,24.180683135986328,21.061426162719727,75.94471740722656,47.15471649169922,96.90219116210938
2019-01-07,85.99531555175781,75.5160903930664,,63.63681411743164,42.751991271972656,24.83951759338379,28.403871536254883,7.400000095367432,16.399999618530273,16.450000762939453,14.90847396850586,13.089323043823242,11.030527114868164,32.21964263916016,204.655517578125,18.80404663085937,33.67159652709961,47.908973693847656,,17.630733489990234,44.8702278137207,20.259912490844727,26.352632522583008,,68.11018371582031,112.59171295166016,69.81855773925781,104.20780181884766,95.07030487060548,33.20033645629883,87.8499984741211,4.390244007110596,19.391578674316406,121.86000061035156,,29.692026138305664,33.311885833740234,96.7780532836914,31.607030868530277,127.17768096923828,61.75519943237305,66.97936248779297,39.91497039794922,86.80937957763672,282.5927734375,42.26382064819336,26.12022018432617,,283.8918151855469,25.351999282836918,11.629804611206056,23.10197257995605,9.16824722290039,7.794000148773193,151.10906982421875,19.140363693237305,82.48358154296875,74.52760314941406,90.71370697021484,70.63045501708984,14.670000076293944,24.39047241210937,227.56320190429688,24.934967041015625,98.3687744140625,23.57999992370605,97.5199966430664,82.31999969482422,21.42532539367676,63.27924346923828,62.32942581176758,62.66865921020508,57.12189483642578,50.421531677246094,116.59586334228516,38.62586212158203,32.32888412475586,22.224159240722656,40.4726676940918,21.947311401367188,21.168933868408203,58.26462936401367,29.04624366760254,42.25345993041992,24.38519859313965,20.917749404907227,76.23628997802734,48.220977783203125,100.2191390991211
2019-01-08,85.93073272705078,75.5160903930664,,63.55659866333008,42.72038269042969,24.76791381835937,28.367176055908203,7.519999980926514,16.329999923706055,16.56999969482422,15.01272964477539,13.030437469482422,11.24265193939209,32.14921951293945,206.88156127929688,18.776168823242188,33.79856491088867,48.21965408325195,,17.808040618896484,45.08348846435547,20.214399337768555,26.67090606689453,,68.08158111572266,112.1644058227539,69.97860717773438,103.88468933105467,94.92037963867188,33.35174560546875,87.80000305175781,4.4805779457092285,19.400793075561523,121.52999877929688,,29.43987274169922,33.61249542236328,97.56605529785156,32.0011100769043,129.1273651123047,62.87830352783203,67.44544982910156,39.91497039794922,87.0010986328125,287.3277282714844,42.543941497802734,26.3646183013916,,286.7702941894531,25.65399932861328,11.75177001953125,23.161222457885746,9.17485237121582,7.776000022888184,152.4759521484375,19.15915870666504,83.37334442138672,75.4530029296875,90.7055206298828,70.5882339477539,14.6899995803833,24.762977600097656,229.7012481689453,25.26628303527832,98.11019134521484,23.809999465942383,98.95999908447266,84.0,21.49294090270996,63.33269500732422,62.29742813110352,63.20185470581055,58.30162048339844,50.59145736694336,117.7958526611328,38.90594100952149,32.582481384277344,22.457368850708008,41.15359115600586,22.11708641052246,21.186359405517575,59.0630111694336,29.289663314819336,42.64141845703125,24.80997467041016,21.177175521850582,76.82823181152344,48.75411605834961,101.13299560546876
2019-01-09,86.00338745117188,75.5160903930664,,63.64486312866211,42.74409866333008,24.97378921508789,28.559839248657227,7.559999942779541,16.399999618530273,16.670000076293945,15.038793563842772,13.022024154663086,11.658418655395508,32.33407974243164,207.7511138916016,18.894651412963867,34.39954376220703,48.7613639831543,,18.077861785888672,45.33087539672852,20.591508865356445,27.345630645751957,,68.462890625,112.85540771484376,70.28932189941406,104.93009948730467,95.68997955322266,33.92372512817383,88.41000366210938,4.254743099212647,19.649641036987305,122.30999755859376,,29.737060546875,34.00802230834961,97.97718811035156,32.1767578125,130.193359375,62.79630661010742,67.54254150390625,39.91497039794922,87.3309326171875,290.1649780273437,42.45906066894531,26.4032039642334,,293.966552734375,25.351999282836918,11.809165954589844,23.115137100219727,9.17485237121582,7.811999797821045,153.71856689453125,19.4316463470459,83.96357727050781,75.55216979980469,90.69725799560548,70.62203979492188,14.779999732971191,24.993572235107425,230.77468872070312,25.25907325744629,97.95671844482422,24.959999084472656,99.55999755859376,88.4000015258789,21.290096282958984,63.56935119628906,62.43348693847656,64.19974517822266,58.2178955078125,51.109352111816406,118.3510513305664,39.42607879638672,33.26812744140625,22.466007232666016,41.20955276489258,22.467464447021484,21.29094123840332,59.46220397949219,29.66883087158203,42.24522399902344,24.707714080810547,21.049457550048828,77.17279052734375,49.00197982788086,103.4006805419922
2019-01-10,85.906494140625,75.52438354492188,,63.51648712158203,42.7598762512207,24.92902946472168,28.47726249694824,7.429999828338623,16.200000762939453,16.510000228881836,14.925850868225098,12.94631576538086,11.70932960510254,32.131614685058594,208.69017028808597,18.9016170501709,34.645015716552734,48.95255279541016,,18.208913803100582,45.603851318359375,20.721548080444336,27.30743980407715,,68.52963256835938,112.37351989746094,70.12923431396484,104.43590545654295,94.65052032470705,34.12560272216797,88.06999969482422,3.9024391174316406,19.354711532592773,121.58999633789062,,29.556934356689453,34.06340026855469,98.38832092285156,32.340579986572266,130.86753845214844,63.66531753540039,67.87268829345703,39.95479965209961,87.1008529663086,292.50030517578125,42.9853401184082,26.59614372253418,,296.8450622558594,25.275999069213867,11.888086318969728,23.18756484985352,9.17485237121582,7.77400016784668,154.158203125,19.63836669921875,84.47453308105469,76.13054656982422,90.72193145751952,70.63045501708984,14.600000381469728,25.10887718200684,231.58883666992188,25.41032600402832,97.32649993896484,24.93000030517578,99.0,88.80000305175781,21.41687393188477,63.46247863769531,62.40947341918945,64.3597183227539,59.009464263916016,51.344017028808594,118.93315887451172,39.55410385131836,33.192989349365234,22.6646671295166,41.29349136352539,22.532485961914062,21.299657821655277,60.269474029541016,29.79989242553711,42.49283218383789,25.10102653503418,21.32484245300293,77.32296752929688,48.8616828918457,104.04376983642578
2019-01-11,86.02761840820312,75.54088592529297,,63.64486312866211,42.80726623535156,24.86638069152832,28.44974899291992,7.480000019073486,16.270000457763672,16.600000381469727,14.977978706359863,13.013611793518066,11.573569297790527,32.16682815551758,208.58583068847656,18.866775512695312,34.47571563720703,48.61797332763672,,18.108699798583984,45.07496643066406,20.695537567138672,27.231054306030277,,68.6630630493164,113.26451873779295,69.94097900390625,104.08428955078124,94.70049285888672,33.97419357299805,87.97000122070312,3.9024391174316406,19.428442001342773,121.8000030517578,,29.62900161743164,33.92101287841797,98.57673645019533,32.26461410522461,130.9040069580078,63.88665008544922,67.63966369628906,39.9627799987793,87.2619400024414,292.6280517578125,42.65428924560547,26.54469490051269,,294.6861877441406,25.04800033569336,11.91678524017334,23.279741287231445,9.20788288116455,7.685999870300293,153.59429931640625,19.581995010375977,84.53619384765625,76.04792022705078,90.7466049194336,70.67271423339844,14.640000343322754,25.162092208862305,231.67822265625,25.46073532104492,97.70623016357422,24.59000015258789,104.36000061035156,87.19999694824219,21.43377685546875,63.64574432373047,62.513458251953125,63.955997467041016,59.17691802978516,50.93942260742188,118.96002197265624,39.29803466796875,33.239959716796875,22.573972702026367,41.088287353515625,22.39883041381836,21.351953506469727,60.20737457275391,29.743724822998047,42.61665344238281,25.14822196960449,21.245025634765625,77.57919311523438,48.90844345092773,102.89299011230467
2019-01-14,85.906494140625,75.53263092041016,,63.588714599609375,42.80726623535156,24.89323234558105,28.440580368041992,7.480000019073486,16.31999969482422,16.43000030517578,14.90847396850586,12.921079635620115,11.39538288116455,32.246055603027344,207.7685089111328,18.894651412963867,34.18793487548828,48.39492416381836,,18.01618766784668,44.91287612915039,20.42896270751953,27.358362197875977,,68.61543273925781,113.46453094482422,69.84683227539062,104.12227630615234,94.93038177490234,33.570438385009766,88.23999786376953,4.03794002532959,19.290197372436523,122.08999633789062,,29.692026138305664,33.73906326293945,98.15704345703124,32.01296615600586,129.60116577148438,63.68171691894531,67.44544982910156,39.95479965209961,87.03176879882812,291.00421142578125,41.72057342529297,26.3646183013916,,294.146484375,25.11000061035156,11.837861061096191,23.26656150817871,9.22769546508789,7.598999977111816,152.23695373535156,19.347082138061523,84.0781021118164,75.68437194824219,90.75481414794922,70.67271423339844,14.65999984741211,24.9492244720459,230.2648162841797,25.302289962768555,97.34266662597656,23.940000534057617,119.0,85.5199966430664,21.43377685546875,63.599945068359375,62.505489349365234,63.78077697753906,58.97903060913086,50.68856430053711,118.20777130126952,39.1299934387207,33.00514221191406,22.40122604370117,40.93904876708984,22.344654083251957,21.50010681152344,60.1984977722168,29.46754264831543,42.41029357910156,25.069562911987305,20.766082763671875,76.7221908569336,48.60914993286133,102.96070098876952
2019-01-15,85.92265319824219,75.54910278320312,,63.5966911315918,42.87833404541016,24.83951759338379,28.42222023010254,7.659999847412109,16.049999237060547,16.549999237060547,14.838972091674805,12.97996425628662,11.58205223083496,32.131614685058594,209.24673461914065,18.88768196105957,34.4249382019043,48.64983749389648,,18.15495109558105,45.458831787109375,20.63702392578125,27.20559310913086,,68.65357208251953,113.58273315429688,69.9974365234375,103.63760375976562,94.3806610107422,33.89849090576172,87.8499984741211,3.8030710220336914,18.995267868041992,121.87999725341795,,29.63800430297852,33.802345275878906,98.8936538696289,32.51150131225586,130.69447326660156,64.31295776367188,67.62023162841797,39.97869110107422,87.08550262451172,292.80145263671875,41.576263427734375,26.51468086242676,,296.1254577636719,24.98200035095215,11.909611701965332,23.279741287231445,9.24090576171875,7.568999767303467,155.209716796875,19.53501319885254,84.72120666503906,76.12226867675781,90.76305389404295,70.69808197021484,14.600000381469728,25.162092208862305,232.90382385253903,25.49675750732422,96.98716735839844,24.68000030517578,114.87999725341795,88.0,21.509843826293945,63.64574432373047,62.569454193115234,64.1007080078125,59.5422477722168,51.22264099121094,119.49734497070312,39.37805938720703,32.939395904541016,22.2543888092041,41.61997222900391,22.424118041992188,21.691837310791016,60.01220703125,29.912248611450195,42.83124923706055,25.352745056152344,21.02151679992676,78.10045623779297,49.04874420166016,104.14529418945312
