Date,BTI,BUD,EPD,ET,OKLO,PM,ROKU,TDG,UL
2019-02-20,21.546836853027344,69.50555419921875,16.605222702026367,8.225750923156738,,58.61619186401367,53.63999938964844,323.74578857421875,48.59209442138672
2019-02-21,21.293079376220703,69.34452056884766,16.354778289794922,8.246979713439941,,58.9884033203125,51.47999954223633,321.7344055175781,48.714969635009766
2019-02-22,21.789066314697266,67.14338684082031,16.34895133972168,8.156763076782227,,60.070560455322266,64.47000122070312,324.265380859375,48.223514556884766
2019-02-25,21.80636978149414,66.98231506347656,16.500383377075195,8.156763076782227,,59.69148254394531,64.87000274658203,323.56024169921875,47.74082946777344
2019-02-26,21.76023292541504,67.28654479980469,16.261585235595703,7.912641525268555,,59.62942123413086,65.08000183105469,320.52459716796875,48.03921127319336
2019-02-27,21.483396530151367,66.8570556640625,16.319833755493164,7.886109352111816,,60.15328598022461,67.37000274658203,318.7655334472656,46.661399841308594
2019-02-28,21.189268112182617,69.93506622314453,16.104331970214844,7.848958492279053,,59.92583084106445,66.29000091552734,322.1871337890625,46.71405792236328
2019-03-01,21.887115478515625,73.33516693115234,16.1800479888916,7.949791431427002,,60.31871795654297,69.08000183105469,324.5771179199219,46.24016189575195
2019-03-04,21.77753257751465,73.17411804199219,16.296527862548828,7.95509672164917,,60.16017150878906,67.05000305175781,322.84771728515625,46.59120559692383
2019-03-05,22.181249618530277,73.54991912841797,16.255762100219727,7.933870315551758,,59.95338439941406,68.83000183105469,318.40185546875,47.1528434753418
2019-03-06,23.17323303222656,73.4872817993164,16.226640701293945,7.880801677703857,,59.98096466064453,71.88999938964844,316.9174194335937,46.9159049987793
2019-03-07,23.063655853271484,71.9035415649414,16.436315536499023,7.971019268035889,,59.94649124145508,70.80999755859375,317.4815368652344,47.36347198486328
2019-03-08,23.063655853271484,72.10038757324219,16.34895133972168,7.8648810386657715,,60.277339935302734,71.2699966430664,317.4221496582031,47.995338439941406
2019-03-11,23.179000854492188,72.29723358154297,16.453792572021484,8.050623893737793,,61.51114273071289,74.12000274658203,321.2742614746094,47.66185760498047
2019-03-12,23.207841873168945,72.20775604248047,16.512033462524414,8.077157974243164,,61.20788192749024,70.72000122070312,324.19854736328125,47.71450805664063
2019-03-13,22.740686416625977,72.23460388183594,16.576101303100586,8.045316696166992,,61.69037628173828,60.7400016784668,326.5290832519531,48.21474075317383
2019-03-14,22.81566047668457,71.26824951171875,16.430492401123047,8.002861022949219,,61.89026641845703,61.81999969482422,328.488525390625,49.06600189208984
2019-03-15,23.559648513793945,72.69989013671875,16.383899688720703,7.992246627807617,,62.620887756347656,62.790000915527344,326.4771423339844,49.85583114624024
2019-03-18,24.032569885253903,73.43359375,16.785776138305664,8.119612693786621,,62.53819274902344,63.61000061035156,333.30548095703125,49.75929260253906
2019-03-19,23.94029426574707,75.04419708251953,16.849849700927734,8.183297157287598,,62.37965774536133,64.91999816894531,333.1051025390625,49.794395446777344
2019-03-20,24.33824348449707,74.65047454833984,16.925559997558594,8.21513843536377,,62.54508972167969,64.97000122070312,330.7448425292969,50.136661529541016
2019-03-21,24.27610969543457,75.08892059326172,17.065349578857422,8.231060028076172,,63.35154724121094,66.94000244140625,336.7641906738281,50.61054992675781
2019-03-22,23.76034927368164,72.24356079101562,16.943035125732422,8.162070274353027,,62.84146118164063,63.90999984741211,330.0694274902344,50.0752182006836
2019-03-25,23.625545501708984,71.89459228515625,16.95468521118164,8.119612693786621,,61.61298370361328,66.9000015258789,331.77655029296875,50.26829147338867
2019-03-26,23.94203758239746,73.39779663085938,16.948862075805664,8.108999252319336,,61.83634185791016,64.30999755859375,330.71514892578125,50.7509651184082
2019-03-27,23.89515495300293,73.78255462646484,16.704238891601562,8.061237335205078,,60.7474479675293,62.18000030517578,330.71514892578125,50.62810897827149
2019-03-28,24.15889358520508,73.99729919433594,16.826547622680664,8.077157974243164,,60.92195510864258,64.38999938964844,333.3648681640625,50.67198944091797
2019-03-29,24.451942443847656,75.13365936279297,16.948862075805664,8.156763076782227,,61.69673538208008,64.51000213623047,336.9571533203125,50.65443420410156
2019-04-01,24.082698822021484,74.83838653564453,17.094463348388672,8.278823852539062,,61.56413269042969,69.11000061035156,344.6761779785156,50.48768615722656
2019-04-02,24.28197479248047,75.32156372070312,17.164363861083984,8.225750923156738,,61.4315185546875,70.63999938964844,342.3901672363281,50.49647521972656
2019-04-03,23.60210609436035,75.02627563476562,17.24007797241211,8.231060028076172,,59.89588165283203,68.5999984741211,345.4778137207031,50.61932373046875
2019-04-04,24.05925750732422,76.04632568359375,17.17018699645996,8.24167251586914,,60.07736587524414,64.48999786376953,343.8746032714844,50.63689041137695
2019-04-05,23.883432388305664,77.23636627197266,17.187658309936523,8.353117942810059,,59.63762283325195,63.400001525878906,343.481201171875,50.47892379760742
2019-04-08,23.865842819213867,77.00371551513672,17.164363861083984,8.347811698913574,,59.54687881469727,60.72999954223633,343.13983154296875,50.715858459472656
2019-04-09,23.725181579589844,77.33478546142578,17.04204750061035,8.209832191467285,,59.91682052612305,59.31999969482422,337.2391967773437,50.5052375793457
2019-04-10,23.713455200195312,78.05060577392578,16.943035125732422,8.188604354858398,,59.82606887817383,58.56999969482422,339.1615600585937,50.47892379760742
2019-04-11,23.49074935913086,78.71272277832031,17.082820892333984,8.22044563293457,,59.68649291992188,58.650001525878906,342.5460510253906,50.49647521972656
2019-04-12,23.813100814819336,79.22274017333984,17.181835174560547,8.252287864685059,,59.86795425415039,56.5,343.9265441894531,50.250736236572266
2019-04-15,24.041675567626957,79.7327651977539,17.10611915588379,8.17799186706543,,60.161128997802734,56.59000015258789,340.0522155761719,50.250736236572266
2019-04-16,23.924455642700195,79.38380432128906,17.02457618713379,8.146149635314941,,60.17508316040039,58.040000915527344,340.0299377441406,50.28585052490234
2019-04-17,23.660707473754883,79.03485107421875,16.814903259277344,8.140840530395508,,59.66554260253906,56.59999847412109,338.62713623046875,50.40870666503906
2019-04-18,23.31491470336914,80.49331665039062,16.80907440185547,8.108999252319336,,58.97451400756836,56.68000030517578,348.3056030273437,51.61101531982422
2019-04-22,23.25044631958008,80.17118835449219,17.094463348388672,8.268207550048828,,58.83492660522461,58.20000076293945,346.8583068847656,51.49691390991211
2019-04-23,23.309051513671875,79.85802459716797,17.088642120361328,8.257594108581543,,59.267677307128906,61.52999877929688,356.0394592285156,51.54957580566406
2019-04-24,23.045312881469727,78.9274673461914,17.018753051757812,8.17799186706543,,58.94659423828125,60.970001220703125,354.3472595214844,51.50569534301758
2019-04-25,22.41232681274414,77.5226821899414,16.995454788208008,8.09838581085205,,58.346309661865234,61.040000915527344,353.8944396972656,51.5671272277832
2019-04-26,22.740541458129883,78.36376190185547,17.100296020507812,8.066544532775879,,59.16297912597656,63.43999862670898,358.43682861328125,52.14633941650391
2019-04-29,22.76984596252441,78.74851989746094,17.045900344848633,8.093077659606934,,59.26070785522461,63.27999877929688,358.16961669921875,52.38328552246094
2019-04-30,22.97498321533203,79.58065795898438,16.927644729614258,8.024089813232422,,60.41939926147461,63.59000015258789,358.1324768066406,53.3574104309082
2019-05-01,22.254079818725582,78.56956481933594,17.205537796020508,8.045316696166992,,59.874942779541016,63.68999862670898,354.473388671875,52.87472152709961
2019-05-02,21.97861862182617,78.32795715332031,16.915821075439453,7.912641525268555,,59.27465057373047,64.38999938964844,355.215576171875,52.88710403442383
2019-05-03,22.35371780395508,78.82904815673828,16.998598098754883,8.151455879211426,,59.8191032409668,65.0199966430664,355.0374755859375,53.523887634277344
2019-05-06,22.236499786376957,78.53378295898438,16.880346298217773,8.197478294372559,,59.41425704956055,65.75,352.76629638671875,53.453121185302734
2019-05-07,21.96689224243164,76.36323547363281,16.874433517456055,8.181234359741211,,58.93264389038086,64.41000366210938,348.1348876953125,52.82518768310547
2019-05-08,21.709007263183597,76.97949981689453,16.83896255493164,8.16499137878418,,58.49987411499024,64.91999816894531,357.4051513671875,53.24972152709961
2019-05-09,22.20719337463379,76.0732192993164,16.732534408569336,8.056700706481934,,58.58363342285156,83.16999816894531,351.1037292480469,53.14360809326172
2019-05-10,22.03721809387207,76.25448608398438,16.986772537231445,8.181234359741211,,59.009422302246094,82.75,351.7049560546875,53.59463119506836
2019-05-13,21.80864524841309,74.97662353515625,16.833049774169922,8.002557754516602,,58.423095703125,79.44999694824219,344.52032470703125,53.37355041503906
2019-05-14,21.81450843811035,75.23037719726562,16.89808464050293,8.056700706481934,,58.6953125,82.83000183105469,346.9473571777344,52.8428955078125
2019-05-15,22.013782501220703,75.9735336303711,16.963119506835938,8.089188575744629,,59.567832946777344,83.33999633789062,335.94775390625,53.37355041503906
2019-05-16,21.89655876159668,76.01883697509766,17.09319496154785,8.03504467010498,,59.68649291992188,83.27999877929688,345.2328491210937,53.83343124389648
2019-05-17,22.03136444091797,74.89505004882812,17.09911346435547,8.013385772705078,,60.59387969970703,84.02999877929688,339.74786376953125,53.81572723388672
2019-05-20,22.125139236450195,73.4178237915039,16.903995513916016,7.975484848022461,,60.18904876708984,83.33000183105469,333.00860595703125,53.647705078125
2019-05-21,22.242359161376957,73.40875244140625,17.045900344848633,8.083773612976074,,59.86098861694336,87.62999725341797,340.3045654296875,53.523887634277344
2019-05-22,22.160303115844727,74.8769302368164,16.927644729614258,8.078360557556152,,59.67253112792969,88.0199966430664,341.1135559082031,54.19603729248047
2019-05-23,21.97275161743164,74.58692932128906,16.6793155670166,7.834710597991943,,60.196022033691406,89.9800033569336,332.2367248535156,54.11643981933594
2019-05-24,22.189607620239254,75.00381469726562,16.75618553161621,7.905099868774414,,59.0792121887207,95.77999877929688,330.9526672363281,54.77973175048828
2019-05-28,21.287019729614254,74.63223266601562,16.614280700683594,7.758904933929443,,56.9223747253418,88.83000183105469,332.8898620605469,54.16949081420898
2019-05-29,20.95880508422852,73.6806411743164,16.496028900146484,7.791395664215088,,56.63619613647461,91.8000030517578,331.3682861328125,54.10758590698242
2019-05-30,20.87089157104492,74.65940856933594,16.466468811035156,7.5477423667907715,,55.56127166748047,93.33999633789062,334.47076416015625,54.55862808227539
2019-05-31,20.319957733154297,73.7712631225586,16.490116119384766,7.439452648162842,,53.83720016479492,90.4000015258789,327.2787475585937,53.868797302246094
2019-06-03,20.636459350585938,74.56879425048828,16.525592803955078,7.601888179779053,,54.8702507019043,89.70999908447266,327.4568786621094,54.40827941894531
2019-06-04,21.15808486938477,76.0732192993164,16.70888328552246,7.834710597991943,,54.79346466064453,93.5999984741211,337.5732116699219,54.284454345703125
2019-06-05,21.07015991210937,75.46600341796875,16.614280700683594,7.569401741027832,,53.92094421386719,101.70999908447266,347.07354736328125,54.56747055053711
2019-06-06,21.609376907348636,76.21821594238281,16.68523406982422,7.650620460510254,,53.88605117797852,100.25,347.7489624023437,54.90355682373047
2019-06-07,22.45335578918457,77.32388305664062,16.661582946777344,7.612715721130371,,54.563106536865234,101.87000274658205,348.0087280273437,55.30153274536133
2019-06-10,22.459209442138672,77.33294677734375,16.8566951751709,7.634374141693115,,53.71852493286133,100.61000061035156,352.30615234375,55.07158660888672
2019-06-11,22.799150466918945,77.7679672241211,17.15823745727539,7.753492832183838,,54.54217147827149,100.1999969482422,346.7247009277344,55.40766143798828
2019-06-12,21.662128448486328,78.6651840209961,17.122758865356445,7.710177421569824,,53.89302444458008,104.86000061035156,348.1794128417969,55.85870742797852
2019-06-13,21.656265258789062,77.87671661376953,17.276485443115234,7.753492832183838,,54.15827178955078,104.97000122070312,351.11114501953125,55.44303131103516
2019-06-14,21.275297164916992,76.29073333740234,17.18779945373535,7.672275543212891,,53.88605117797852,102.0199966430664,350.96270751953125,55.37228775024414
2019-06-17,20.935365676879883,76.41759490966797,16.957212448120117,7.618130207061768,,54.437477111816406,103.83999633789062,349.9830322265625,55.24846649169922
2019-06-18,20.98224830627441,78.72862243652344,16.945384979248047,7.656033039093018,,53.8232307434082,104.38999938964844,356.90045166015625,55.13349533081055
2019-06-19,20.788843154907227,79.68022918701172,17.051807403564453,7.656033039093018,,53.50216674804688,106.48999786376952,361.7025451660156,55.26614761352539
2019-06-20,20.91191291809082,81.32964324951172,17.087284088134766,7.715591907501221,,54.685428619384766,104.9000015258789,368.6645202636719,55.03619384765625
2019-06-21,20.706787109375,81.63778686523438,17.223278045654297,7.807637691497803,,56.13085174560547,102.56999969482422,369.2211608886719,55.124637603759766
2019-06-24,20.630596160888672,81.63778686523438,17.323789596557617,7.688519954681396,,55.145973205566406,100.02999877929688,364.4264831542969,55.655311584472656
2019-06-25,20.96467018127441,80.115234375,16.963119506835938,7.569401741027832,,55.847434997558594,93.25,359.5278625488281,55.25731658935547
2019-06-26,20.82400703430176,79.1817626953125,17.105022430419922,7.661448001861572,,54.82711791992188,92.3000030517578,355.1488037109375,54.62055206298828
2019-06-27,20.874187469482425,79.0276870727539,16.921735763549805,7.591060161590576,,55.20973587036133,93.2300033569336,353.3526306152344,54.54094696044922
2019-06-28,20.832368850708008,80.21493530273438,17.069551467895508,7.623545169830322,,55.64194488525391,90.58000183105467,359.08251953125,54.806251525878906
2019-07-01,21.226673126220703,80.14241027832031,17.069551467895508,7.634374141693115,,55.25223922729492,91.37000274658205,359.5872497558594,54.8858642578125
2019-07-02,21.877872467041016,82.15437316894531,17.15823745727539,7.677691459655762,,56.50637435913086,93.0500030517578,362.5857849121094,55.76141357421875
2019-07-03,22.325942993164062,85.12696838378906,17.37109375,7.84012508392334,,57.12990188598633,93.51000213623048,368.7312927246094,56.42472839355469
2019-07-05,22.41555595397949,84.02130126953125,17.37109375,7.905099868774414,,56.76853942871094,98.11000061035156,368.9391174316406,55.95598220825195
2019-07-08,22.552963256835938,83.08782958984375,17.36517906188965,7.9105119705200195,,56.40718078613281,103.25,364.6640319824219,56.15939712524414
2019-07-09,21.97345733642578,82.93376159667969,17.512990951538086,7.861783027648926,,56.2867431640625,103.4000015258789,359.0528259277344,55.62875747680664
2019-07-10,22.06905174255371,82.78876495361328,17.909133911132812,7.95924186706543,,56.88190078735352,103.5,363.5061340332031,55.43418884277344
2019-07-11,21.80021095275879,81.25715637207031,18.045122146606445,7.986313343048096,,57.57627868652344,104.54000091552734,365.3394165039063,55.48725509643555
2019-07-12,21.680721282958984,78.79207611083984,18.074682235717773,8.024214744567871,,58.02265930175781,102.47000122070312,369.6665344238281,55.43418884277344
2019-07-15,21.89579200744629,80.26023864746094,17.92095184326172,8.07294750213623,,57.72506332397461,104.33999633789062,369.8965759277344,55.5756950378418
2019-07-16,21.842025756835938,79.76178741455078,17.926868438720703,8.094602584838867,,57.803001403808594,111.94000244140624,369.4957885742188,55.84986114501953
2019-07-17,21.776308059692383,80.13336181640625,17.82044219970703,8.15416145324707,,57.4274787902832,109.33999633789062,362.7936096191406,55.80562973022461
2019-07-18,23.275850296020508,80.96713256835938,17.69628143310547,8.10543155670166,,62.14638900756836,109.0199966430664,362.281494140625,55.991355895996094
2019-07-19,22.9532470703125,85.44416809082031,17.855918884277344,8.175820350646973,,62.86909866333008,106.8499984741211,358.9266662597656,55.151180267333984
2019-07-22,22.702322006225582,86.06950378417969,18.13972282409668,8.159577369689941,,61.607887268066406,108.5999984741211,359.4090881347656,55.540283203125
2019-07-23,22.511144638061523,86.84890747070312,18.027379989624023,8.10543155670166,,61.46618270874024,104.91999816894533,366.2523193359375,55.39882659912109
2019-07-24,22.278154373168945,86.60420227050781,18.02146339416504,8.116259574890137,,60.24040222167969,107.66000366210938,367.1429748535156,55.03619384765625
2019-07-25,22.325942993164062,90.1658935546875,17.861827850341797,8.024214744567871,,60.672630310058594,106.88999938964844,369.9633483886719,53.851104736328125
2019-07-26,22.272172927856445,91.07217407226562,17.861827850341797,7.970070838928223,,60.92060852050781,110.4499969482422,368.1375427246094,53.90418243408203
2019-07-29,22.337894439697266,92.1415786743164,17.56028938293457,7.802223205566406,,61.473270416259766,105.12999725341795,364.6862487792969,54.3552360534668
2019-07-30,21.51343536376953,92.06000518798828,17.638309478759766,7.780567169189453,,61.14733123779297,105.76000213623048,361.1013488769531,54.01030349731445
2019-07-31,21.27446937561035,91.51625061035156,18.070417404174805,7.785980701446533,,59.241355895996094,103.33000183105467,360.29974365234375,53.17013168334961
2019-08-01,22.523096084594727,91.04497528076172,17.938385009765625,7.742665290832519,,58.41943740844727,100.84500122070312,355.76483154296875,53.42660903930664
2019-08-02,22.523096084594727,90.80028533935548,17.87236976623535,7.656033039093018,,59.63813781738281,100.52999877929688,349.5451354980469,52.94902038574219
2019-08-05,21.537336349487305,88.98772430419922,17.410249710083008,7.3599724769592285,,56.86773300170898,102.56999969482422,342.405029296875,51.90543365478516
2019-08-06,21.66876983642578,88.54364776611328,17.386247634887695,7.498321056365967,,57.618778228759766,98.4800033569336,389.208984375,52.09115219116211
2019-08-07,21.997358322143555,88.96958923339844,17.03215980529785,7.376574993133545,,57.64713287353516,100.97000122070312,398.8131713867188,52.52450942993164
2019-08-08,22.4454288482666,89.2777328491211,17.10417938232422,7.763943195343018,,58.44069290161133,122.02999877929688,408.8330993652344,52.66621780395508
2019-08-09,22.12281608581543,89.01492309570312,17.05616569519043,7.6920037269592285,,58.51864242553711,125.31999969482422,404.3055725097656,52.46122741699219
2019-08-12,22.07502555847168,87.24766540527344,16.864126205444336,7.404243946075439,,58.36983489990234,134.3000030517578,402.1754150390625,53.03166198730469
2019-08-13,21.96748733520508,86.70390319824219,17.044164657592773,7.476184368133545,,59.48225021362305,135.3300018310547,406.8885192871094,53.02273178100586
2019-08-14,21.638900756835938,84.61039733886719,16.756099700927734,7.2714338302612305,,59.04297256469727,130.57000732421875,400.08978271484375,52.99600601196289
2019-08-15,22.098922729492188,84.8550796508789,16.720090866088867,7.2437615394592285,,59.864871978759766,129.39999389648438,405.72503662109375,53.50403594970703
2019-08-16,21.943584442138672,86.35951232910156,17.05616569519043,7.454049587249756,,60.16245651245117,131.0399932861328,416.6341552734375,54.42207336425781
2019-08-19,21.877872467041016,86.93046569824219,17.374238967895508,7.603461742401123,,60.233306884765625,134.9600067138672,422.5130615234375,55.09944152832031
2019-08-20,21.60903549194336,86.05136108398438,17.500280380249023,7.636664390563965,,58.80915451049805,134.25999450683594,420.1709289550781,54.87661743164063
2019-08-21,21.93761444091797,86.88516235351562,17.57829475402832,7.653266429901123,,58.84457778930664,138.5800018310547,418.8504943847656,55.12619018554688
2019-08-22,21.848005294799805,86.6223373413086,17.3802433013916,7.570260047912598,,58.77373123168945,139.13999938964844,416.7598571777344,55.00140380859375
2019-08-23,21.555255889892575,85.36260986328125,16.900131225585938,7.293569087982178,,57.54794692993164,137.74000549316406,409.8985290527344,54.44879913330078
2019-08-26,21.573183059692383,85.9154281616211,16.87612533569336,7.299100875854492,,55.07511520385742,143.00999450683594,410.0714111328125,54.81422805786133
2019-08-27,20.42014503479004,84.27506256103516,16.79210662841797,7.205028057098389,,50.80259323120117,147.02000427246094,402.8092041015625,55.58074188232422
2019-08-28,20.778602600097656,84.86414337158203,16.936140060424805,7.354440689086914,,52.65897750854492,145.88999938964844,409.63916015625,55.82139587402344
2019-08-29,20.89808464050293,86.33232879638672,17.074174880981445,7.454049587249756,,51.52531433105469,149.8800048828125,415.6044921875,56.11551284790039
2019-08-30,20.969776153564453,85.64353942871094,17.11018180847168,7.531521797180176,,51.07892608642578,151.36000061035156,423.09466552734375,56.31158828735352
2019-09-03,21.053417205810547,85.1541519165039,16.996150970458984,7.525989055633545,,51.4827995300293,156.8800048828125,420.3124084472656,57.31875991821289
2019-09-04,21.196800231933597,85.85198974609375,17.08017349243164,7.531521797180176,,51.73787689208984,168.91000366210938,421.7271118164063,57.78220748901367
2019-09-05,21.30433654785156,84.51068878173828,17.134187698364258,7.4595818519592285,,50.97972869873047,166.92999267578125,418.8898010253906,56.81071472167969
2019-09-06,21.495515823364254,84.80070495605469,17.020156860351562,7.39871072769165,,51.70245361328125,169.86000061035156,419.6285705566406,56.92659759521485
2019-09-09,21.36407852172852,86.80358123779297,17.28421974182129,7.708603858947754,,51.93626403808594,161.02999877929688,403.6502075195313,55.90160369873047
2019-09-10,21.99138832092285,85.37166595458984,17.23021125793457,7.719672679901123,,52.78653717041016,144.13999938964844,396.84381103515625,54.84098434448242
2019-09-11,22.523096084594727,85.43510437011719,17.350234985351562,7.769476413726807,,53.19039535522461,149.75999450683594,393.8414611816406,54.84988021850586
2019-09-12,22.69635772705078,88.33518981933594,17.21220588684082,7.703071117401123,,53.0699348449707,147.77999877929688,404.5776062011719,54.96575546264648
2019-09-13,21.96150779724121,87.36547088623047,17.122182846069336,7.758408546447754,,51.75913619995117,147.5500030517578,408.5545043945313,54.49335861206055
2019-09-16,21.51343536376953,86.76732635498047,17.332231521606445,7.431915760040283,,51.44028854370117,149.5399932861328,411.4782409667969,53.87838745117188
2019-09-17,22.00930595397949,87.8820571899414,17.39824867248535,7.3599724769592285,,51.02932357788086,150.52000427246094,413.0894775390625,54.76075744628906
2019-09-18,22.05112648010254,87.81861877441406,17.452266693115234,7.470649719238281,,50.703399658203125,129.8800048828125,416.8541870117188,54.81422805786133
2019-09-19,21.79423141479492,86.07856750488281,17.28421974182129,7.514920711517334,,50.80968475341797,133.75999450683594,417.56158447265625,54.778594970703125
2019-09-20,21.680721282958984,87.29298400878906,17.48827362060547,7.59239387512207,,50.44831466674805,108.0500030517578,414.4020385742188,53.45055770874024
2019-09-23,21.38797950744629,87.31109619140625,17.560285568237305,7.498321056365967,,51.01516342163086,107.37000274658205,416.1153869628906,53.78926086425781
2019-09-24,21.065372467041016,85.03633880615234,17.338233947753906,7.3433732986450195,,51.54093933105469,103.52999877929688,413.7103576660156,54.33293151855469
2019-09-25,21.70461654663086,85.74323272705078,17.218210220336914,7.332304954528809,,54.22026443481445,106.3000030517578,415.03076171875,53.655555725097656
2019-09-26,21.51941299438477,86.07856750488281,17.08617401123047,7.249299049377441,,54.22746276855469,103.33999633789062,417.07421875,54.09228515625
2019-09-27,21.59708023071289,85.571044921875,17.18819808959961,7.249299049377441,,54.11221694946289,99.73999786376952,407.27337646484375,53.86945724487305
2019-09-30,22.04515266418457,86.23262786865234,17.152193069458008,7.238231182098389,,54.68843460083008,101.76000213623048,409.2225646972656,53.56642150878906
2019-10-01,21.96150779724121,84.59225463867188,17.116182327270508,7.188427448272705,,56.05690002441406,102.4000015258789,398.0620422363281,53.68230819702149
2019-10-02,21.3162841796875,82.52593994140625,16.858118057250977,7.011343955993652,,55.257415771484375,102.62000274658205,392.7882995605469,52.675140380859375
2019-10-03,21.12386703491211,83.28722381591797,16.85211753845215,7.122018814086914,,55.29342651367188,108.83999633789062,398.6593933105469,52.95144271850586
2019-10-04,21.111684799194336,84.58319854736328,16.78009796142578,7.138621330261231,,56.38102340698242,106.7699966430664,403.6737365722656,53.19207382202149
2019-10-07,21.13604164123535,84.28413391113281,16.768096923828125,7.033478260040283,,55.58154296875,106.25,404.3103332519531,53.20100784301758
2019-10-08,20.92291641235352,83.33252716064453,16.570051193237305,6.83979606628418,,55.00534057617188,108.0,399.78326416015625,52.68404769897461
